JOB ID,企業名,フェーズ（シード、アーリー、ミドル、レイター、上場）,求人票URL,データ登録日,ポジション,【簡易】職種,年収下限 [万円],年収上限 [万円],応募必須要件補足,応募歓迎要件補足,求める人物像,応募条件補足タグ,ワークスタイル（リモートワーク採用状況）,プロダクト属性（カテゴリー）,ここがお勧め！
27330,株式会社データX,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/14d393c110948bf00cc30da3bd165126,2026/07/09 16:49:16,【東京/b→dash/COO直下】カスタマーサクセス （エンタープライズ担当）※エキスパート職,カスタマーサクセス,700,1400,"・ITコンサルやSIerとしての就業経験が通算5年以上ある方 or 自社CRMを責任者として2年以上運用されたことがある方
・以下のいずれか2つに該当する方
　◇データリテラシーがある方（SQLが理解できる）
　◇ドキュメント作成ができる方　（情報を整理し、パワーポイントやスプレッドシートなどを駆使して骨子に落とすことができる）
　◇大手のクライントと柔軟にやり取りができるコミュニケーション能力がある方
　　例）能動的なコミュニケーションが取れる
　　例）正しく情報整理したコミュニケーションが取れる",,"【求める人物像のイメージ】
・担当案件の成果にコミットメントし、責任をもって業務を遂行頂ける方
・スポットでなく、長期的にクライアント企業様の課題解決に伴走したいという想いのある方
・スピード感のある環境を楽しんで業務に取り組んでいただける方
・チームでコミュニケーションを取りながら業務にあたって頂ける方


※以下はあくまで理想となりますので、こちらのご経験はマストではございません。

【企業経験】
・コンサルティング提案から、リスク/解約対応含めたすべてのクライアントフェーシング対応　
・チャーン金額を抑えながら、アップセルのご提案の経験

【スキル・資格】 
・データリテラシーがある方（SQLが理解できる）
・ドキュメント作成ができる方　（情報を整理し、パワーポイントやスプレッドシートなどを駆使して骨子に落とすことができる）
・大手のクライントと柔軟にやり取りができるコミュニケーション能力がある方
　　例）能動的なコミュニケーションが取れる
　　例）正しく情報整理したコミュニケーションが取れる

【志向性】
・コンサルティング営業ができるような地頭や、大量に覚えないといけないこと（システム、マーケ、商材）をキャッチアップできる方
・成長意欲があり、目標達成のために努力できる方
・チーム一丸となって1つのミッションに対して取り組んでいきたい方",,4.フル出社,セールス/マーケティング領域特化,"・データマーケティングプラットフォーム「b→dash」を展開するデータテクノロジーカンパニー！
・ノーコード×All in Oneで、企業のデータ活用・マーケティングDXを支援！
・ゴールドマン・サックスやKKRなどから累計200億円以上の資金調達を実現！

「スマートデータ社会の実現」をミッションに掲げ、データを軸としたマーケティングDXプロダクトを展開するデータテクノロジーカンパニーである。

主力サービスである「b→dash」は、企業が保有する顧客データや購買データ、広告データなどを一元的に取得・統合・活用できるデータマーケティングプラットフォーム。SQLを使わずノーコードでデータの取込・加工・統合・抽出・活用ができる点が特徴であり、CDP、MA、BI、Web接客など、マーケティングに必要な機能をAll in Oneで提供している。

複数のマーケティングツールを組み合わせる必要があった従来のデータ活用に対し、「b→dash」はデータの統合から施策実行、分析までを一気通貫で支援。マーケティング担当者や事業部門が、専門的なエンジニアリング知識に依存せずにデータを活用できる環境を実現している。

また、ゴールドマン・サックスやKKRなど、世界有数の金融機関・投資ファンドから累計200億円以上の資金調達を実現しており、プロダクト開発や組織拡大への投資を加速している点も大きな魅力である。

平均年齢も若く、スピード感のある環境で成果に向き合うカルチャーが特徴。
データマーケティングやSaaS、DX領域で市場価値を高めたい方や、成長企業で事業づくり・組織づくりに関わりたい方におすすめの企業である。"
27329,株式会社データX,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/cca995c007751e3d135e3508878623e2,2026/07/09 16:42:57,【東京】マーケター (b→dash),マーケティング,500,,"・BtoBのマーケティング経験がある方
・マルチタスクを厭わない方
・タスクの確動力が高い方
",・SaaSビジネスのマーケティング経験がある方,"【応募いただきたい人物像のイメージ】
・リード獲得業務のご経験がある方(マーケ関連イベントの企画/運営、共催セミナーの企画/運営、WhitePaper企画など)
・マルチタスク、数値分析が得意な方",,4.フル出社,セールス/マーケティング領域特化,"・データマーケティングプラットフォーム「b→dash」を展開するデータテクノロジーカンパニー！
・ノーコード×All in Oneで、企業のデータ活用・マーケティングDXを支援！
・ゴールドマン・サックスやKKRなどから累計200億円以上の資金調達を実現！

「スマートデータ社会の実現」をミッションに掲げ、データを軸としたマーケティングDXプロダクトを展開するデータテクノロジーカンパニーである。

主力サービスである「b→dash」は、企業が保有する顧客データや購買データ、広告データなどを一元的に取得・統合・活用できるデータマーケティングプラットフォーム。SQLを使わずノーコードでデータの取込・加工・統合・抽出・活用ができる点が特徴であり、CDP、MA、BI、Web接客など、マーケティングに必要な機能をAll in Oneで提供している。

複数のマーケティングツールを組み合わせる必要があった従来のデータ活用に対し、「b→dash」はデータの統合から施策実行、分析までを一気通貫で支援。マーケティング担当者や事業部門が、専門的なエンジニアリング知識に依存せずにデータを活用できる環境を実現している。

また、ゴールドマン・サックスやKKRなど、世界有数の金融機関・投資ファンドから累計200億円以上の資金調達を実現しており、プロダクト開発や組織拡大への投資を加速している点も大きな魅力である。

平均年齢も若く、スピード感のある環境で成果に向き合うカルチャーが特徴。
データマーケティングやSaaS、DX領域で市場価値を高めたい方や、成長企業で事業づくり・組織づくりに関わりたい方におすすめの企業である。"
27328,株式会社データX,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/30e01e7c5691bbbbf5955d4bf821e10d,2026/07/09 16:25:29,【東京】代理店営業 (b→dash) ※マネージャー候補,パートナーセールス,800,,"・理念共感/組織貢献/成長意欲
・チームのために、自ら考え、自ら動き、率先して成功のために行動できる方
・IT、システム系の営業（プリセールス含む）/コンサルタント経験がある方
・代理店側　もしくは　ベンダー側のパートナーセールス経験がある方
・チームのマネジメント経験がある方（目標設計からチーム管理まで）
・地頭力があり、弊社CEOやCOOとスムーズにコミュニケーション取れる方",,"【応募いただきたい人物像のイメージ】

 【営業スキル】パートナーとの販売プランを創造し、提案することができる企画力と営業力のある方

【マネジメントスキル】営業会議をオーナーし、メンバーへ適切な指示を出せる/ the Modelを理解し、数値設計まで落とし込める方

【育成スキル】若手メンバーの育成に必要なコンテンツを起案し、構成を作れる方

【経験(前職企業など)】IT系の営業（プリセールス含む）/コンサルティング or 営業企画の経験がある方",,4.フル出社,セールス/マーケティング領域特化,"・データマーケティングプラットフォーム「b→dash」を展開するデータテクノロジーカンパニー！
・ノーコード×All in Oneで、企業のデータ活用・マーケティングDXを支援！
・ゴールドマン・サックスやKKRなどから累計200億円以上の資金調達を実現！

「スマートデータ社会の実現」をミッションに掲げ、データを軸としたマーケティングDXプロダクトを展開するデータテクノロジーカンパニーである。

主力サービスである「b→dash」は、企業が保有する顧客データや購買データ、広告データなどを一元的に取得・統合・活用できるデータマーケティングプラットフォーム。SQLを使わずノーコードでデータの取込・加工・統合・抽出・活用ができる点が特徴であり、CDP、MA、BI、Web接客など、マーケティングに必要な機能をAll in Oneで提供している。

複数のマーケティングツールを組み合わせる必要があった従来のデータ活用に対し、「b→dash」はデータの統合から施策実行、分析までを一気通貫で支援。マーケティング担当者や事業部門が、専門的なエンジニアリング知識に依存せずにデータを活用できる環境を実現している。

また、ゴールドマン・サックスやKKRなど、世界有数の金融機関・投資ファンドから累計200億円以上の資金調達を実現しており、プロダクト開発や組織拡大への投資を加速している点も大きな魅力である。

平均年齢も若く、スピード感のある環境で成果に向き合うカルチャーが特徴。
データマーケティングやSaaS、DX領域で市場価値を高めたい方や、成長企業で事業づくり・組織づくりに関わりたい方におすすめの企業である。"
27327,株式会社データX,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/9fa0561726cb37c024103be205b8d289,2026/07/09 16:14:50,【東京】カスタマーサクセス バック担当 (2ndプロダクト) ①,カスタマーサクセス,500,,"・理念共感/組織貢献/成長意欲
・IT業界、ベンチャー業界、データマーケティング業界における強い興味を持ち率先して知識獲得に励める方
・BtoB領域での就業経験のある方(人材や不動産など異業種も可)
・ExcelやGoogle Spreadsheetなどオフィスツールや、IT領域に苦手意識のない方",・SaaS企業やSIer企業での経験がある方,"【応募いただきたい人物像のイメージ】
・スキル：ExcelやSpreadsheetの関数知識がある方
・経験(前職企業など)：問わず",,4.フル出社,セールス/マーケティング領域特化,"・データマーケティングプラットフォーム「b→dash」を展開するデータテクノロジーカンパニー！
・ノーコード×All in Oneで、企業のデータ活用・マーケティングDXを支援！
・ゴールドマン・サックスやKKRなどから累計200億円以上の資金調達を実現！

「スマートデータ社会の実現」をミッションに掲げ、データを軸としたマーケティングDXプロダクトを展開するデータテクノロジーカンパニーである。

主力サービスである「b→dash」は、企業が保有する顧客データや購買データ、広告データなどを一元的に取得・統合・活用できるデータマーケティングプラットフォーム。SQLを使わずノーコードでデータの取込・加工・統合・抽出・活用ができる点が特徴であり、CDP、MA、BI、Web接客など、マーケティングに必要な機能をAll in Oneで提供している。

複数のマーケティングツールを組み合わせる必要があった従来のデータ活用に対し、「b→dash」はデータの統合から施策実行、分析までを一気通貫で支援。マーケティング担当者や事業部門が、専門的なエンジニアリング知識に依存せずにデータを活用できる環境を実現している。

また、ゴールドマン・サックスやKKRなど、世界有数の金融機関・投資ファンドから累計200億円以上の資金調達を実現しており、プロダクト開発や組織拡大への投資を加速している点も大きな魅力である。

平均年齢も若く、スピード感のある環境で成果に向き合うカルチャーが特徴。
データマーケティングやSaaS、DX領域で市場価値を高めたい方や、成長企業で事業づくり・組織づくりに関わりたい方におすすめの企業である。"
27326,株式会社データX,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/bc85908fca0b9ffb3c52b83fd819660f,2026/07/09 15:52:36,【東京】マーケター (b→dash) ※未経験者歓迎,マーケティング,400,,"・マルチタスクを厭わない方
・タスクの確動力が高い方
・何かしらのマーケティング業務の経験がある方
　※デジタルマーケの経験の有無は問いません","・BtoBのマーケティング経験がある方
・SaaSビジネスのマーケティング経験がある方","【応募いただきたい人物像のイメージ】
・リード獲得業務のご経験がある方（マーケ関連イベントの企画/運営、共催セミナーの企画/運営、WhitePaper企画など）
・マルチタスク、数値分析が得意な方",,4.フル出社,セールス/マーケティング領域特化,"・データマーケティングプラットフォーム「b→dash」を展開するデータテクノロジーカンパニー！
・ノーコード×All in Oneで、企業のデータ活用・マーケティングDXを支援！
・ゴールドマン・サックスやKKRなどから累計200億円以上の資金調達を実現！

「スマートデータ社会の実現」をミッションに掲げ、データを軸としたマーケティングDXプロダクトを展開するデータテクノロジーカンパニーである。

主力サービスである「b→dash」は、企業が保有する顧客データや購買データ、広告データなどを一元的に取得・統合・活用できるデータマーケティングプラットフォーム。SQLを使わずノーコードでデータの取込・加工・統合・抽出・活用ができる点が特徴であり、CDP、MA、BI、Web接客など、マーケティングに必要な機能をAll in Oneで提供している。

複数のマーケティングツールを組み合わせる必要があった従来のデータ活用に対し、「b→dash」はデータの統合から施策実行、分析までを一気通貫で支援。マーケティング担当者や事業部門が、専門的なエンジニアリング知識に依存せずにデータを活用できる環境を実現している。

また、ゴールドマン・サックスやKKRなど、世界有数の金融機関・投資ファンドから累計200億円以上の資金調達を実現しており、プロダクト開発や組織拡大への投資を加速している点も大きな魅力である。

平均年齢も若く、スピード感のある環境で成果に向き合うカルチャーが特徴。
データマーケティングやSaaS、DX領域で市場価値を高めたい方や、成長企業で事業づくり・組織づくりに関わりたい方におすすめの企業である。"
27325,株式会社データX,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/09c57a92162d90c63ef62e23a0243953,2026/07/09 15:37:12,【東京/SaaS/CPO】全事業のプロダクト責任者ポジション,事業企画,1200,1700,"・プロダクトマネジメント経験（5年以上、責任者または部門長クラス）
・プロダクト戦略の立案からローンチ、グロースまで一貫して携わった経験
・ユーザー体験（UX）に対する深い理解と、データに基づいた改善経験
・プロダクトマネジメント組織の立ち上げまたはマネジメント経験
・自らコードを書いた経験がある、
　あるいは現役時代にエンジニアリングのバックグラウンドがある方
・エンジニアリングへの深い理解
　└開発プロセス、アーキテクチャ、主要な技術スタックに対する知見があり、
　エンジニアと対等に議論できるレベルの技術的素養。
・データとAI技術への強い関心と、事業への応用を推進できる視点。","・複数のプロダクトラインを持つSaaS企業でのCPO/VP of Product経験。
・グローバル市場でのプロダクト展開経験。
・0→1での新規プロダクト立ち上げ経験。
・大規模サービスにおけるパフォーマンスチューニング、
　データベース移行、言語バージョンアップなど、
　技術負債解消や基盤強化に関わるプロダクト戦略を推進した経験。","【応募いただきたい人物像のイメージ】
・b→dashやkpieeでAI含む最先端技術を駆使してプロダクト戦略をリードし、
　お客様のビジネスを変革して未踏の市場を共に創り出す挑戦

・プロダクトを核に全ビジネスサイドと連携し、
　日本のDXを加速させる社会貢献性の高い事業を自ら創造・推進する経験",,4.フル出社,セールス/マーケティング領域特化,"・データマーケティングプラットフォーム「b→dash」を展開するデータテクノロジーカンパニー！
・ノーコード×All in Oneで、企業のデータ活用・マーケティングDXを支援！
・ゴールドマン・サックスやKKRなどから累計200億円以上の資金調達を実現！

「スマートデータ社会の実現」をミッションに掲げ、データを軸としたマーケティングDXプロダクトを展開するデータテクノロジーカンパニーである。

主力サービスである「b→dash」は、企業が保有する顧客データや購買データ、広告データなどを一元的に取得・統合・活用できるデータマーケティングプラットフォーム。SQLを使わずノーコードでデータの取込・加工・統合・抽出・活用ができる点が特徴であり、CDP、MA、BI、Web接客など、マーケティングに必要な機能をAll in Oneで提供している。

複数のマーケティングツールを組み合わせる必要があった従来のデータ活用に対し、「b→dash」はデータの統合から施策実行、分析までを一気通貫で支援。マーケティング担当者や事業部門が、専門的なエンジニアリング知識に依存せずにデータを活用できる環境を実現している。

また、ゴールドマン・サックスやKKRなど、世界有数の金融機関・投資ファンドから累計200億円以上の資金調達を実現しており、プロダクト開発や組織拡大への投資を加速している点も大きな魅力である。

平均年齢も若く、スピード感のある環境で成果に向き合うカルチャーが特徴。
データマーケティングやSaaS、DX領域で市場価値を高めたい方や、成長企業で事業づくり・組織づくりに関わりたい方におすすめの企業である。"
27324,株式会社データX,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/68b09038afdcf63f7538779e802a5d56,2026/07/09 15:32:59,【東京】営業 (2ndプロダクト) ①,フィールドセールス,700,,"・理念共感/組織貢献/成長意欲がある方
・IT業界での法人営業経験5年以上
・IT業界、ベンチャー業界、データマーケティング業界における強い興味を持ち率先して知識獲得に励める方","・SaaS企業、SIerやソフトウェアベンダーでのインプリケーション経験がある方
・経営的視点を持ち会社経営、事業運営に興味がある方","【応募いただきたい人物像のイメージ】
 ・スキル：営業経験（IT業界の新規開拓）がある方
・経験(前職企業など)：IT企業でのご経験がある方",,4.フル出社,セールス/マーケティング領域特化,"・データマーケティングプラットフォーム「b→dash」を展開するデータテクノロジーカンパニー！
・ノーコード×All in Oneで、企業のデータ活用・マーケティングDXを支援！
・ゴールドマン・サックスやKKRなどから累計200億円以上の資金調達を実現！

「スマートデータ社会の実現」をミッションに掲げ、データを軸としたマーケティングDXプロダクトを展開するデータテクノロジーカンパニーである。

主力サービスである「b→dash」は、企業が保有する顧客データや購買データ、広告データなどを一元的に取得・統合・活用できるデータマーケティングプラットフォーム。SQLを使わずノーコードでデータの取込・加工・統合・抽出・活用ができる点が特徴であり、CDP、MA、BI、Web接客など、マーケティングに必要な機能をAll in Oneで提供している。

複数のマーケティングツールを組み合わせる必要があった従来のデータ活用に対し、「b→dash」はデータの統合から施策実行、分析までを一気通貫で支援。マーケティング担当者や事業部門が、専門的なエンジニアリング知識に依存せずにデータを活用できる環境を実現している。

また、ゴールドマン・サックスやKKRなど、世界有数の金融機関・投資ファンドから累計200億円以上の資金調達を実現しており、プロダクト開発や組織拡大への投資を加速している点も大きな魅力である。

平均年齢も若く、スピード感のある環境で成果に向き合うカルチャーが特徴。
データマーケティングやSaaS、DX領域で市場価値を高めたい方や、成長企業で事業づくり・組織づくりに関わりたい方におすすめの企業である。"
27323,株式会社データX,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/82b7b2307557b102202dd2406e73b248,2026/07/09 15:30:24,【東京】カスタマーサクセス責任者 (3rdプロダクト) ①,カスタマーサクセス,600,,"・理念共感/組織貢献/成長意欲
・経営的視点を持ち会社経営、事業運営に興味がある方 
・IT業界、ベンチャー業界、データマーケティング業界における強い興味を持ち率先して知識獲得に励める方
・営業経験またはカスタマーサクセスの経験がある方","・SaaS企業、SIerやソフトウェアベンダーでのインプリケーション経験
・IT業界でのカスタマーサクセスの経験がある方","【応募いただきたい人物像のイメージ】
・SaaS企業やSIer企業でクライアント折衝業務を3~4年程度経験した20代の方",,4.フル出社,セールス/マーケティング領域特化,"・データマーケティングプラットフォーム「b→dash」を展開するデータテクノロジーカンパニー！
・ノーコード×All in Oneで、企業のデータ活用・マーケティングDXを支援！
・ゴールドマン・サックスやKKRなどから累計200億円以上の資金調達を実現！

「スマートデータ社会の実現」をミッションに掲げ、データを軸としたマーケティングDXプロダクトを展開するデータテクノロジーカンパニーである。

主力サービスである「b→dash」は、企業が保有する顧客データや購買データ、広告データなどを一元的に取得・統合・活用できるデータマーケティングプラットフォーム。SQLを使わずノーコードでデータの取込・加工・統合・抽出・活用ができる点が特徴であり、CDP、MA、BI、Web接客など、マーケティングに必要な機能をAll in Oneで提供している。

複数のマーケティングツールを組み合わせる必要があった従来のデータ活用に対し、「b→dash」はデータの統合から施策実行、分析までを一気通貫で支援。マーケティング担当者や事業部門が、専門的なエンジニアリング知識に依存せずにデータを活用できる環境を実現している。

また、ゴールドマン・サックスやKKRなど、世界有数の金融機関・投資ファンドから累計200億円以上の資金調達を実現しており、プロダクト開発や組織拡大への投資を加速している点も大きな魅力である。

平均年齢も若く、スピード感のある環境で成果に向き合うカルチャーが特徴。
データマーケティングやSaaS、DX領域で市場価値を高めたい方や、成長企業で事業づくり・組織づくりに関わりたい方におすすめの企業である。"
15937,株式会社カナリー,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/caf71b8989e4b4d9ad5c130a4ef04a43,2024/02/29 17:18:37,営業本部-02.法人営業/事業責任者,フィールドセールス,,,"※SaaS業界や不動産業界に関するご経験は、入社時は不問です。
現在活躍しているメンバーのほとんどは未経験で入社しているため、未経験の方のチャレンジも大歓迎です！

・法人営業の経験2年以上
・抽象度が高いタスクをアクションに落とし込み自走し、難しい状況を突破し、業務遂行し切ることができる力を持っている方
・成長意欲/学習意欲が高く、前のめりにスキル習得に励める方
・自分の業務領域に囚われず、事業のスケールに向けてミッションや役割を再定義できる方","・事業開発や事業責任者としての経験
・エンタープライズセールスの経験
・無形商材やSaaS商材を扱った経験
・マネージャーやリーダー等の経験","・【もっといい「当たり前」をつくる】というミッションに共感していただける方

・以下の6つのバリューにマッチする方
　①凡事徹底 - 仕事の当たり前を高い水準で徹底する。自ら学び、他者の成長に寄与する。
　②当事者意識 - 自分ごととして考え、他責にしない。最後まで責任を持ってやりきる。
　③期待を超える - すべてのステークホルダーに対して期待を超える。誇れるアウトプットにこだわる。
　④変化を厭わない - 事業、組織、技術などあらゆる変化に合わせ、最適解を更新し続ける。自らやり方・仕組み・思考を進化させる。
　⑤人への敬意 - 関わるすべての人への感謝を大切にする。意見には率直に、人格には敬意を持って向き合う。
　⑥全社貢献 - 自分の役割に留まらず、全社視点で行動する。個人の成果を、組織の力に変える。",,4.フル出社,"業界特化（横断検索）,Vertical（不動産）","・不動産情報アプリとしてユーザー評価No.1の☆4.8を獲得！
・累計ダウンロード数550万件を突破！

「もっといい『当たり前』をつくる」をミッションに掲げ、不動産業界のDXとAI実装を推進するスタートアップ企業である。

ユーザー視点の優れたUI/UXにこだわり、不動産情報アプリ「カナリー(CANARY)」は累計ダウンロード数550万件を突破し、ユーザー評価No.1の☆4.8を獲得している。
また、不動産仲介業務に特化したSaaS「カナリークラウド(CANARY Cloud)」も展開し、全国の不動産会社で利用されている。
深刻な人手不足とアナログな業務が残る不動産業界において、Vertical SaaSを通じて業務のデジタル化とデータ整備を推進し、AI実装を進めることで、業界全体の生産性向上と消費者体験の向上を目指している。

2025年12月にはシリーズCラウンドで約40億円の資金調達を実施し、累計調達金額は約80億円となるなど、その成長性と将来性が高く評価されている企業である。"
16676,株式会社データX,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/782ed26f77e813d10bb82822958d6a97,2024/04/26 11:46:57,【東京】カスタマーサクセス (b→dash) ※マネージャー候補,カスタマーサクセス,800,800,"・IT、システム系のコンサル/サポート経験がある方
・チームのマネジメント経験がある方（目標設計からチーム管理まで）
・施策/分析提案ができる方（マーケティングのノウハウがある）
・データに明るい方（SQLが分かる※かけなくてもいい）
・大手のクライントとやり取りができる固いコミュニケーション能力がある方
　※能動的なコミュニケーションが取れる
　※正しく情報整理したコミュニケーションが取れる
・ドキュメント作成ができる方
　※ppt資料やExcel資料",,"【応募いただきたい人物像のイメージ】
クライアント対応スキル
・コンサルティング提案から、リスク/解約対応含めたすべてのクライアントフェーシング対応ができる方
・チャーン金額を抑えながら、毎月アップセルを積み上げられる方

マネジメントスキル
・8チーム、50名規模のマネジメントができる方

育成スキル
・新卒中心のメンバーを1年目から一人だちできるよう育成できる方

経験(前職企業など)
・コンサル経験がある方
・50名規模のマネジメント経験がある方
・顧客折衝のご経験がある方",,4.フル出社,セールス/マーケティング領域特化,"・データマーケティングプラットフォーム「b→dash」を展開するデータテクノロジーカンパニー！
・ノーコード×All in Oneで、企業のデータ活用・マーケティングDXを支援！
・ゴールドマン・サックスやKKRなどから累計200億円以上の資金調達を実現！

「スマートデータ社会の実現」をミッションに掲げ、データを軸としたマーケティングDXプロダクトを展開するデータテクノロジーカンパニーである。

主力サービスである「b→dash」は、企業が保有する顧客データや購買データ、広告データなどを一元的に取得・統合・活用できるデータマーケティングプラットフォーム。SQLを使わずノーコードでデータの取込・加工・統合・抽出・活用ができる点が特徴であり、CDP、MA、BI、Web接客など、マーケティングに必要な機能をAll in Oneで提供している。

複数のマーケティングツールを組み合わせる必要があった従来のデータ活用に対し、「b→dash」はデータの統合から施策実行、分析までを一気通貫で支援。マーケティング担当者や事業部門が、専門的なエンジニアリング知識に依存せずにデータを活用できる環境を実現している。

また、ゴールドマン・サックスやKKRなど、世界有数の金融機関・投資ファンドから累計200億円以上の資金調達を実現しており、プロダクト開発や組織拡大への投資を加速している点も大きな魅力である。

平均年齢も若く、スピード感のある環境で成果に向き合うカルチャーが特徴。
データマーケティングやSaaS、DX領域で市場価値を高めたい方や、成長企業で事業づくり・組織づくりに関わりたい方におすすめの企業である。"
23428,株式会社データX,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/5ca081b4aaa4a5a503a9f798af17040b,2025/08/20 11:22:01,【東京/営業経験不問/販売サービス経験者歓迎】インサイドセールス,インサイドセールス,420,500,"・販売サービスなどの顧客折衝経験、もしくは
　スポーツなど目標に向かい本気で取り組んだご経験がある方
・成長意欲があり、知識習得のために努力をいとわない方
・日次で数値をモニタリングしながらPDCAを回すことに前向きに取り組める方","・アポインターとしてのご経験がある方
・法人/個人への営業経験、ないしは、それに準じる経験がある方","【応募いただきたい人物像のイメージ】

・営業経験はないが、これまで接客や販売職でのご経験があり、
未経験からでも新しい業務にチャレンジしてキャリアアップしたい方

・ゆくゆくはフィールドセールスに挑戦したい気持ちがあるものの、未経験から応募可能な求人が限られるため、まずはインサイドセールスからスキルを習得したいと考えている方

・過去にスポーツなどで目標に向かい本気で取り組んだご経験があり、
同じ熱量でビジネスに対しても取り組み、市場価値を上げていきたいと考えている方

★以下のような営業未経験の方も歓迎いたします！★
・携帯販売の店員
・アパレル販売の店員
・ホテルのフロント",営業経験不問,4.フル出社,セールス/マーケティング領域特化,"・データマーケティングプラットフォーム「b→dash」を展開するデータテクノロジーカンパニー！
・ノーコード×All in Oneで、企業のデータ活用・マーケティングDXを支援！
・ゴールドマン・サックスやKKRなどから累計200億円以上の資金調達を実現！

「スマートデータ社会の実現」をミッションに掲げ、データを軸としたマーケティングDXプロダクトを展開するデータテクノロジーカンパニーである。

主力サービスである「b→dash」は、企業が保有する顧客データや購買データ、広告データなどを一元的に取得・統合・活用できるデータマーケティングプラットフォーム。SQLを使わずノーコードでデータの取込・加工・統合・抽出・活用ができる点が特徴であり、CDP、MA、BI、Web接客など、マーケティングに必要な機能をAll in Oneで提供している。

複数のマーケティングツールを組み合わせる必要があった従来のデータ活用に対し、「b→dash」はデータの統合から施策実行、分析までを一気通貫で支援。マーケティング担当者や事業部門が、専門的なエンジニアリング知識に依存せずにデータを活用できる環境を実現している。

また、ゴールドマン・サックスやKKRなど、世界有数の金融機関・投資ファンドから累計200億円以上の資金調達を実現しており、プロダクト開発や組織拡大への投資を加速している点も大きな魅力である。

平均年齢も若く、スピード感のある環境で成果に向き合うカルチャーが特徴。
データマーケティングやSaaS、DX領域で市場価値を高めたい方や、成長企業で事業づくり・組織づくりに関わりたい方におすすめの企業である。"
27065,株式会社PKSHA Technology,上場,https://next.mar-cari.jp/job-descriptions/b68a07a372711606bcf0668fd3485610,2026/06/18 09:55:40,【PKSHA Technology】セールスエンジニア【AI SaaS/AI knowledge Stream】,カスタマーサクセス,700,1000,"・エンタープライズ（toB）顧客と相対し、折衝・合意形成を進められるコミュニケーション力
・Webアプリケーション・APIの基礎的な理解
・ネットワーク・セキュリティ・データベースに関する基礎知識
","・エンタープライズ企業への導入・折衝の実務経験
・プリセールス／セールスエンジニア（ソリューションエンジニア）の経験
・ITコンサルタントの経験
・Web API（REST 等）を用いてシステム間連携の仕組みを構築した経験（製品レベルでなくても可）
・SAML / OAuth / OIDC などの認証・認可（SSO・ID連携）に関する知識
・クラウドサービスの導入・運用に関する知識",,,2.リモート主体（出社＜リモート）,AI/Tech（LLM、生成AI、エージェント）,"・チャットボットおよびボイスボット市場シェアNo.1！
・累計導入企業数2,600社以上！
・国内時価総額上位100社の約7割がPKSHAグループの製品を採用！

「未来のソフトウエアを形にする」というミッションのもと、AI技術で社会課題を解決する企業である。自然言語処理、画像認識、機械学習/深層学習といった最先端のアルゴリズム技術を強みとし、AIソリューションとAI SaaSの二軸で事業を展開。
特にチャットボットおよびボイスボット市場では国内シェアNo.1を獲得し、累計2,600社以上の企業に導入実績を持つ。
国内時価総額上位100社の約7割が同社の製品を採用しており、エンタープライズ領域での信頼と実績は非常に厚い。
研究開発から社会実装までを一貫して手掛けることで、顧客の課題解決に貢献し、人とソフトウエアが共進化する社会の実現を目指している。"
25821,ファインディ株式会社,ミドル～レイター,https://next.mar-cari.jp/job-descriptions/10d12f9944d6bcd5d4235f154d219def,2026/03/06 11:51:01,【Findy Freelance事業部】toCマーケティング担当（マーケティング未経験可）,事業企画,450,700,,,,,3.リモート有（リモート＜出社）,HR-Tech（採用関連）,"・登録エンジニア数約20万人、登録企業数3,000社以上！
・エンジニアが選ぶ「開発者体験が良いイメージのある企業ランキング（2025年版）」SmartHRに並び、13位にランクイン！

「挑戦するエンジニアのプラットフォームをつくる。」をビジョンに掲げ、エンジニアの可能性を最大限に広げるプラットフォームを構築している企業である。
GitHubやGitLabなどの開発プラットフォームのデータ解析により、エンジニアのスキルや生産性を可視化する技術を強みとしている。これにより、ハイスキルなエンジニアと企業の高精度なマッチングを実現し、エンジニアのキャリア形成と企業の開発力強化を一貫して支援している。
また、国内外のエンジニア人材不足やDX内製化、人的資本経営といった社会課題の解決にも貢献している。2025年にはシリーズDラウンドで総額20.5億円を調達し、累計資金調達額は43億円を超え、グローバル展開も加速させている成長企業である。"
